date,rank,song,artist,last_week,peak_rank,weeks_on_board,year,decade,mb_id,mb_title,mb_artist,mb_country,mb_date,mb_score,billboard_index,text_chunk
1988-02-06,100,I Think We're Alone Now,Tiffany,96.0,1,24,1988,1980,02972882-8122-4378-8c98-089be5c6ea54,I Think We’re Alone Now,Tiffany,GB,2004,100.0,87,'I Think We're Alone Now' by Tiffany (1988). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2004. Match confidence: 100/100
1968-09-28,1,Hey Jude,The Beatles,3.0,1,3,1968,1960,7953cb71-41c1-449a-bd23-aa2daf394332,Hey Jude,The Beatles,US,2006-11-21,100.0,88,'Hey Jude' by The Beatles (1968). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2006-11-21. Match confidence: 100/100
1983-11-26,92,Tell Her About It,Billy Joel,71.0,1,18,1983,1980,3f3e054a-71ea-415f-a2b0-05a99a3ffa64,Tell Her About It,Billy Joel,GB,2021-04-16,100.0,89,'Tell Her About It' by Billy Joel (1983). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2021-04-16. Match confidence: 100/100
1963-11-02,60,My Boyfriend's Back,The Angels,25.0,1,14,1963,1960,ab6e2a59-c5dc-4c1e-8e15-438c187203ef,My Boyfriend’s Back,The Angels,DE,2000,100.0,90,'My Boyfriend's Back' by The Angels (1963). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 2000. Match confidence: 100/100
1975-11-22,1,That's The Way (I Like It),KC And The Sunshine Band,6.0,1,5,1975,1970,cd155b87-f9a5-4226-9207-f5da0cef4734,THAT'S THE WAY (I LIKE IT),KC & THE SUNSHINE BAND,JP,1998,100.0,91,'That's The Way (I Like It)' by KC And The Sunshine Band (1975). Billboard Hot 100 peak: #1. Country of origin: JP. Release date: 1998. Match confidence: 100/100
1968-09-21,1,Harper Valley P.T.A.,Jeannie C. Riley,2.0,1,5,1968,1960,8a75c3d8-3dda-46dd-af94-9849f782d5f5,Harper Valley P.T.A.,Jeannie C. Riley,AU,1997,100.0,92,'Harper Valley P.T.A.' by Jeannie C. Riley (1968). Billboard Hot 100 peak: #1. Country of origin: AU. Release date: 1997. Match confidence: 100/100
1961-12-25,55,Runaround Sue,Dion,20.0,1,14,1961,1960,d4cf4870-e5ec-4685-a68f-9af657b7b9f7,Runaround Sue,Dion,GB,2008,100.0,93,'Runaround Sue' by Dion (1961). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2008. Match confidence: 100/100
1973-04-21,1,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,3.0,1,10,1973,1970,7f1f67ac-3df7-4a58-9119-6f8fedab90ce,Tie a Yellow Ribbon Round the Ole Oak Tree,Dawn featuring Tony Orlando,GB,1974,100.0,94,'Tie A Yellow Ribbon Round The Ole Oak Tree' by Dawn Featuring Tony Orlando (1973). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 1974. Match confidence: 100/100
1984-11-17,1,Wake Me Up Before You Go-Go,Wham!,4.0,1,11,1984,1980,adadaafb-bb38-464b-9784-bad2a4588ca5,Wake Me Up Before You Go-Go,Wham!,DK,1996,100.0,95,'Wake Me Up Before You Go-Go' by Wham! (1984). Billboard Hot 100 peak: #1. Country of origin: DK. Release date: 1996. Match confidence: 100/100
1988-03-26,1,Man In The Mirror,Michael Jackson,4.0,1,8,1988,1980,de8af4c0-2f8f-4603-92a4-0c3ccbdde786,Man in the Mirror,Michael Jackson,JP,1988-11-21,100.0,96,'Man In The Mirror' by Michael Jackson (1988). Billboard Hot 100 peak: #1. Country of origin: JP. Release date: 1988-11-21. Match confidence: 100/100
1964-07-25,32,Chapel Of Love,The Dixie Cups,27.0,1,13,1964,1960,abcd3f4c-293f-4ee7-a475-947b8c51ff1b,Chapel of Love,The Dixie Cups,,,100.0,97,'Chapel Of Love' by The Dixie Cups (1964). Billboard Hot 100 peak: #1. Match confidence: 100/100
1989-02-11,1,Straight Up,Paula Abdul,2.0,1,11,1989,1980,9117c001-41ae-43f8-a8b0-3f78c9f572c7,Straight Up,Paula Abdul,MX,2008-06-01,100.0,98,'Straight Up' by Paula Abdul (1989). Billboard Hot 100 peak: #1. Country of origin: MX. Release date: 2008-06-01. Match confidence: 100/100
1983-09-17,74,Flashdance...What A Feeling,Irene Cara,64.0,1,25,1983,1980,260b9e61-d2c5-455d-89f0-a03a59ef74d7,Flashdance… What a Feeling,Irene Cara,US,2003-04-15,100.0,99,'Flashdance...What A Feeling' by Irene Cara (1983). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2003-04-15. Match confidence: 100/100
1984-12-22,1,Like A Virgin,Madonna,3.0,1,6,1984,1980,c8d43b02-87fa-4657-a6d8-c63cebd7580e,Like a Virgin,Madonna,,,100.0,100,'Like A Virgin' by Madonna (1984). Billboard Hot 100 peak: #1. Match confidence: 100/100
1971-11-06,26,Uncle Albert/Admiral Halsey,Paul & Linda McCartney,18.0,1,13,1971,1970,5b7311d1-3761-4ac6-bf00-ee5e9f2abf33,Uncle Albert/Admiral Halsey,Paul,,,100.0,101,'Uncle Albert/Admiral Halsey' by Paul & Linda McCartney (1971). Billboard Hot 100 peak: #1. Match confidence: 100/100
1963-04-20,13,Our Day Will Come,Ruby And The Romantics,6.0,1,11,1963,1960,8c569a55-b922-42a9-b051-5327632c2f71,Our Day Will Come,Ruby & the Romantics,US,1993,100.0,102,'Our Day Will Come' by Ruby And The Romantics (1963). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1993. Match confidence: 100/100
1988-01-30,92,Mony Mony,Billy Idol,83.0,1,22,1988,1980,1cef5ed6-50de-4982-9744-b1949fe94730,Mony Mony,Billy Idol,IT,1994,100.0,103,'Mony Mony' by Billy Idol (1988). Billboard Hot 100 peak: #1. Country of origin: IT. Release date: 1994. Match confidence: 100/100
1990-10-13,1,Praying For Time,George Michael,2.0,1,7,1990,1990,c9a1f214-8914-48b2-a416-a6e335722951,Praying for Time,George Michael,GB,2003-08-04,100.0,104,'Praying For Time' by George Michael (1990). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2003-08-04. Match confidence: 100/100
1958-08-18,1,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,2.0,1,3,1958,1950,01af348b-f155-4e9a-894a-ce0d8a688106,Nel blu dipinto di blu (Volare),Domenico Modugno,IT,2008,100.0,105,'Nel Blu Dipinto Di Blu (Volaré)' by Domenico Modugno (1958). Billboard Hot 100 peak: #1. Country of origin: IT. Release date: 2008. Match confidence: 100/100
1971-11-13,23,Go Away Little Girl,Donny Osmond,19.0,1,15,1971,1970,0c15b6f7-227c-40bc-b716-ba28d1e67ce1,Go Away Little Girl,Donny Osmond,US,2000-02-15,100.0,106,'Go Away Little Girl' by Donny Osmond (1971). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2000-02-15. Match confidence: 100/100
1983-10-29,92,Every Breath You Take,The Police,55.0,1,22,1983,1980,1cff4c28-6353-4f57-b386-bfe7e9e9a35e,Every Breath You Take,The Police,,,100.0,107,'Every Breath You Take' by The Police (1983). Billboard Hot 100 peak: #1. Match confidence: 100/100
1983-10-29,89,Maniac,Michael Sembello,63.0,1,22,1983,1980,81a75c88-ccb8-4b28-8ce6-06cff7bf4d20,Maniac,Michael Sembello,US,1998-04-17,100.0,108,'Maniac' by Michael Sembello (1983). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1998-04-17. Match confidence: 100/100
1989-01-14,94,Love Bites,Def Leppard,94.0,1,23,1989,1980,8b94660b-ed94-4fe2-a879-747be8f734a3,Love Bites,Def Leppard,JP,1999,100.0,109,'Love Bites' by Def Leppard (1989). Billboard Hot 100 peak: #1. Country of origin: JP. Release date: 1999. Match confidence: 100/100
1983-11-05,83,Sweet Dreams (Are Made Of This),Eurythmics,77.0,1,26,1983,1980,7134067b-6954-4031-857e-e09238828baa,Sweet Dreams (Are Made of This),Eurythmics,US,1994-02-08,100.0,110,'Sweet Dreams (Are Made Of This)' by Eurythmics (1983). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1994-02-08. Match confidence: 100/100
1984-12-08,1,Out Of Touch,Daryl Hall John Oates,2.0,1,11,1984,1980,10fc3ac2-1f00-4796-8edd-3da43135013a,Out of Touch,Daryl Hall John Oates,DK,2008,100.0,111,'Out Of Touch' by Daryl Hall John Oates (1984). Billboard Hot 100 peak: #1. Country of origin: DK. Release date: 2008. Match confidence: 100/100
1962-03-31,1,Don't Break The Heart That Loves You,Connie Francis,2.0,1,8,1962,1960,489dc749-4c92-4862-858c-3a170f1903f1,Don’t Break the Heart That Loves You,Connie Francis,XW,1990,100.0,112,'Don't Break The Heart That Loves You' by Connie Francis (1962). Billboard Hot 100 peak: #1. Country of origin: XW. Release date: 1990. Match confidence: 100/100
1963-11-23,1,I'm Leaving It Up To You,Dale & Grace,4.0,1,8,1963,1960,1ff3261c-64fe-4022-8f0f-128e242f3d76,I’m Leaving It Up to You,Dale & Grace,US,1963,100.0,113,'I'm Leaving It Up To You' by Dale & Grace (1963). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1963. Match confidence: 100/100
1973-05-19,1,You Are The Sunshine Of My Life,Stevie Wonder,2.0,1,10,1973,1970,8a937b7f-75a2-49d9-909f-9b53c6d5b2dd,You Are the Sunshine of My Life,Stevie Wonder,DE,1990,100.0,114,'You Are The Sunshine Of My Life' by Stevie Wonder (1973). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 1990. Match confidence: 100/100
1963-11-23,3,Deep Purple,Nino Tempo & April Stevens,1.0,1,11,1963,1960,44c5dcc6-90df-4b4d-9d7f-b1ee0f75d6d5,Deep Purple,Nino Tempo,XE,,100.0,115,'Deep Purple' by Nino Tempo & April Stevens (1963). Billboard Hot 100 peak: #1. Country of origin: XE. Match confidence: 100/100
1976-01-10,1,Convoy,C.W. McCall,6.0,1,6,1976,1970,94d06c00-a638-4d20-9830-6b3648c88f5d,Convoy,C.W. McCall,US,1990,100.0,116,'Convoy' by C.W. McCall (1976). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1990. Match confidence: 100/100
1990-10-27,1,Black Cat,Janet Jackson,2.0,1,7,1990,1990,30cf9f78-0a75-4e68-a190-0cc4c04926bb,Black Cat,Janet Jackson,US,,100.0,117,'Black Cat' by Janet Jackson (1990). Billboard Hot 100 peak: #1. Country of origin: US. Match confidence: 100/100
1963-08-10,37,Sukiyaki,Kyu Sakamoto,18.0,1,14,1963,1960,f6a467ca-7d26-4348-96b1-9d1813d7df3b,Sukiyaki,Kyu Sakamoto,,,100.0,118,'Sukiyaki' by Kyu Sakamoto (1963). Billboard Hot 100 peak: #1. Match confidence: 100/100
1983-08-06,91,Let's Dance,David Bowie,78.0,1,20,1983,1980,93841ef1-d9e2-40fb-bf7f-74514799ea59,Let’s Dance,David Bowie,KR,1989,100.0,119,'Let's Dance' by David Bowie (1983). Billboard Hot 100 peak: #1. Country of origin: KR. Release date: 1989. Match confidence: 100/100
1964-10-17,1,Do Wah Diddy Diddy,Manfred Mann,2.0,1,7,1964,1960,ca59a627-22e8-4715-b735-7bcae5ff08ce,Do Wah Diddy Diddy,Manfred Mann,,,100.0,120,'Do Wah Diddy Diddy' by Manfred Mann (1964). Billboard Hot 100 peak: #1. Match confidence: 100/100
1976-01-03,1,Saturday Night,Bay City Rollers,2.0,1,13,1976,1970,790f6bd9-c951-4bf1-ae85-217f0477816b,Saturday Night,Bay City Rollers,US,2001-07-24,100.0,121,'Saturday Night' by Bay City Rollers (1976). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2001-07-24. Match confidence: 100/100
1983-08-13,99,Beat It,Michael Jackson,87.0,1,25,1983,1980,d6cbcead-60f0-4f39-9486-d448626958c0,Beat It,Michael Jackson,XW,2008-02-08,100.0,122,'Beat It' by Michael Jackson (1983). Billboard Hot 100 peak: #1. Country of origin: XW. Release date: 2008-02-08. Match confidence: 100/100
1975-12-27,1,Let's Do It Again,The Staple Singers,2.0,1,10,1975,1970,3e7ff702-28c7-4149-823f-3c183361d3ef,Let's Do It Again,The Staple Singers,US,2015-11-15,100.0,123,'Let's Do It Again' by The Staple Singers (1975). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2015-11-15. Match confidence: 100/100
1961-12-04,47,Hit The Road Jack,Ray Charles and his Orchestra,22.0,1,13,1961,1960,,,,,,,124,'Hit The Road Jack' by Ray Charles and his Orchestra (1961). Billboard Hot 100 peak: #1
1990-10-20,1,I Don't Have The Heart,James Ingram,3.0,1,12,1990,1990,a8e5096e-c8ce-46ae-bd5c-c302c6d47a5e,I Don't Have the Heart,James Ingram,US,2008-11-21,100.0,125,'I Don't Have The Heart' by James Ingram (1990). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2008-11-21. Match confidence: 100/100
1975-06-14,54,He Don't Love You (Like I Love You),Tony Orlando & Dawn,43.0,1,14,1975,1970,,,,,,,126,'He Don't Love You (Like I Love You)' by Tony Orlando & Dawn (1975). Billboard Hot 100 peak: #1
1964-07-25,28,A World Without Love,Peter And Gordon,22.0,1,12,1964,1960,a648e75f-6297-4606-a501-4fb8144e3954,A World Without Love,Peter & Gordon,GB,2005,100.0,127,'A World Without Love' by Peter And Gordon (1964). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2005. Match confidence: 100/100
1960-01-18,94,Mr. Blue,The Fleetwoods,73.0,1,20,1960,1960,33a2071a-f03f-4c3c-ae0f-0d07733251bb,Mr. Blue,The Fleetwoods,IT,1981,100.0,128,'Mr. Blue' by The Fleetwoods (1960). Billboard Hot 100 peak: #1. Country of origin: IT. Release date: 1981. Match confidence: 100/100
1976-01-31,1,Love Rollercoaster,Ohio Players,3.0,1,12,1976,1970,42edc842-fb43-4613-9266-c17aa73daf1d,Love Rollercoaster,Ohio Players,XE,2000,100.0,129,'Love Rollercoaster' by Ohio Players (1976). Billboard Hot 100 peak: #1. Country of origin: XE. Release date: 2000. Match confidence: 100/100
1990-11-10,1,Love Takes Time,Mariah Carey,3.0,1,9,1990,1990,dd22243b-1108-41cd-9fdb-7a28d296a48d,Love Takes Time,Mariah Carey,NL,1991,100.0,130,'Love Takes Time' by Mariah Carey (1990). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 1991. Match confidence: 100/100
1973-06-02,1,My Love,Paul McCartney And Wings,2.0,1,8,1973,1970,b309dfaf-628f-4594-8cfa-262189506547,My Love,Paul McCartney & Wings,JP,2000,100.0,131,'My Love' by Paul McCartney And Wings (1973). Billboard Hot 100 peak: #1. Country of origin: JP. Release date: 2000. Match confidence: 100/100
1966-12-24,39,Poor Side Of Town,Johnny Rivers,22.0,1,15,1966,1960,27920538-9ac6-4a0d-92da-16592e84275e,Poor Side of Town,Johnny Rivers,,,100.0,132,'Poor Side Of Town' by Johnny Rivers (1966). Billboard Hot 100 peak: #1. Match confidence: 100/100
1988-01-09,99,Here I Go Again,Whitesnake,98.0,1,28,1988,1980,25881394-2066-4f1c-be81-2608e666f207,Here I Go Again,Whitesnake,FR,1990,100.0,133,'Here I Go Again' by Whitesnake (1988). Billboard Hot 100 peak: #1. Country of origin: FR. Release date: 1990. Match confidence: 100/100
1958-08-25,1,Little Star,The Elegants,2.0,1,4,1958,1950,cc568cc0-d644-471a-94eb-bbc20c9180d2,Little Star,The Elegants,US,1993,100.0,134,'Little Star' by The Elegants (1958). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1993. Match confidence: 100/100
1976-01-24,1,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,2.0,1,13,1976,1970,5f338952-4969-48c2-9382-1c340aafabb3,Theme From Mahogany (Do You Know Where You're Going To?),Diana Ross,DE,1989,100.0,135,'Theme From Mahogany (Do You Know Where You're Going To)' by Diana Ross (1976). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 1989. Match confidence: 100/100
1985-02-02,1,I Want To Know What Love Is,Foreigner,2.0,1,9,1985,1980,7be1ee88-2c22-409a-9c5d-6484d5de3eeb,I Want to Know What Love Is,Foreigner,,,100.0,136,'I Want To Know What Love Is' by Foreigner (1985). Billboard Hot 100 peak: #1. Match confidence: 100/100
1983-06-25,97,Come On Eileen,Dexys Midnight Runners,87.0,1,23,1983,1980,65c3a160-0ca1-4975-868e-f362a0aa8aa0,Come On Eileen,Dexys Midnight Runners,GB,2008-11-01,100.0,137,'Come On Eileen' by Dexys Midnight Runners (1983). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2008-11-01. Match confidence: 100/100
1968-05-11,35,(Sittin' On) The Dock Of The Bay,Otis Redding,19.0,1,16,1968,1960,a82e5c89-de4c-446d-878d-66d2a56bc676,(Sittin on’) The Dock of the Bay,Otis Redding,NZ,2008,100.0,138,'(Sittin' On) The Dock Of The Bay' by Otis Redding (1968). Billboard Hot 100 peak: #1. Country of origin: NZ. Release date: 2008. Match confidence: 100/100
1990-11-03,1,Ice Ice Baby,Vanilla Ice,3.0,1,9,1990,1990,62ddc4c7-b23a-4c36-9988-e8b536ee3546,Ice Ice Baby,Vanilla Ice,NL,2006,100.0,139,'Ice Ice Baby' by Vanilla Ice (1990). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 2006. Match confidence: 100/100
1966-04-02,46,Lightnin' Strikes,Lou Christie,33.0,1,15,1966,1960,2094d14e-8af8-443f-91b1-6c434ea9e6ae,Lightnin’ Strikes,Lou Christie,US,1986,100.0,140,'Lightnin' Strikes' by Lou Christie (1966). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1986. Match confidence: 100/100
1973-05-26,1,Frankenstein,Edgar Winter Group,4.0,1,12,1973,1970,3b7f205c-fbe1-436a-bebc-0c10998bfc6e,Frankenstein,Edgar Winter Group,NL,2005,100.0,141,'Frankenstein' by Edgar Winter Group (1973). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 2005. Match confidence: 100/100
1983-07-02,98,Billie Jean,Michael Jackson,73.0,1,24,1983,1980,b8e93162-ff2b-43e1-8810-43220215e1e6,Billie Jean,Michael Jackson,DE,1993,100.0,142,'Billie Jean' by Michael Jackson (1983). Billboard Hot 100 peak: #1. Country of origin: DE. Release date: 1993. Match confidence: 100/100
1976-01-17,1,I Write The Songs,Barry Manilow,2.0,1,10,1976,1970,c25315af-dee6-4d74-b2e6-6a8b67000052,I Write the Songs,Barry Manilow,JP,,100.0,143,'I Write The Songs' by Barry Manilow (1976). Billboard Hot 100 peak: #1. Country of origin: JP. Match confidence: 100/100
1975-05-17,50,Lovin' You,Minnie Riperton,35.0,1,18,1975,1970,bd2c4a83-de38-4fe8-a248-1f960d579200,Lovin’ You,Minnie Riperton,US,1993,100.0,144,'Lovin' You' by Minnie Riperton (1975). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1993. Match confidence: 100/100
1985-03-09,1,Can't Fight This Feeling,REO Speedwagon,2.0,1,8,1985,1980,bea02ea6-33a4-406c-9e2b-da98c014e10d,Can’t Fight This Feeling,REO Speedwagon,US,2001-04-01,100.0,145,'Can't Fight This Feeling' by REO Speedwagon (1985). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2001-04-01. Match confidence: 100/100
1959-07-13,1,Lonely Boy,Paul Anka,2.0,1,7,1959,1950,17fae46e-d62f-49f3-a057-4c0bade8c9af,Lonely Boy,Paul Anka,,,100.0,146,'Lonely Boy' by Paul Anka (1959). Billboard Hot 100 peak: #1. Match confidence: 100/100
1963-04-27,1,I Will Follow Him,Little Peggy March,3.0,1,6,1963,1960,952ad9ef-37cb-4c85-8102-008cd4cb7562,I Will Follow Him,Little Peggy March,US,2005,100.0,147,'I Will Follow Him' by Little Peggy March (1963). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2005. Match confidence: 100/100
1968-12-14,1,I Heard It Through The Grapevine,Marvin Gaye,4.0,1,4,1968,1960,112a46e3-ea10-4b9d-bf4d-06f7241ed8c1,I Heard It Through the Grapevine,Marvin Gaye,US,2003-09-16,100.0,148,'I Heard It Through The Grapevine' by Marvin Gaye (1968). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2003-09-16. Match confidence: 100/100
1963-10-26,5,Blue Velvet,Bobby Vinton,3.0,1,12,1963,1960,880e1e24-adaa-4299-9f61-fbcc88f75f52,Blue Velvet (from ‘Blue Velvet’),Bobby Vinton,GB,2024,100.0,149,'Blue Velvet' by Bobby Vinton (1963). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 2024. Match confidence: 100/100
1983-04-23,90,"Baby, Come To Me",Patti Austin A Duet With James Ingram,76.0,1,32,1983,1980,44c343f6-b9bd-410e-ba83-4b3afbcb2898,"Baby, Come to Me",Patti Austin,US,2014,100.0,150,"'Baby, Come To Me' by Patti Austin A Duet With James Ingram (1983). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 2014. Match confidence: 100/100"
1983-04-23,89,Down Under,Men At Work,74.0,1,25,1983,1980,af09a3d1-446c-4d53-af2e-02a27f9b8747,Down Under,Men at Work,BR,1997,100.0,151,'Down Under' by Men At Work (1983). Billboard Hot 100 peak: #1. Country of origin: BR. Release date: 1997. Match confidence: 100/100
1962-04-07,1,Johnny Angel,Shelley Fabares,3.0,1,6,1962,1960,a330acf1-a7a5-4d4e-90a6-74e6c6dfba3c,Johnny Angel,Shelley Fabares,SE,2004,100.0,152,'Johnny Angel' by Shelley Fabares (1962). Billboard Hot 100 peak: #1. Country of origin: SE. Release date: 2004. Match confidence: 100/100
1961-11-13,54,Take Good Care Of My Baby,Bobby Vee,47.0,1,15,1961,1960,ae2e1521-7503-46e9-96ac-32afb54dfe02,Take Good Care of My Baby,Bobby Vee,NL,2012-08-23,100.0,153,'Take Good Care Of My Baby' by Bobby Vee (1961). Billboard Hot 100 peak: #1. Country of origin: NL. Release date: 2012-08-23. Match confidence: 100/100
1968-05-04,35,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,25.0,1,18,1968,1960,cb771afb-d6f9-48fc-b295-d35d560912e4,Love is Blue (L’amour est bleu),Paul Mauriat and His Orchestra,US,1989,100.0,154,'Love Is Blue (L'amour Est Bleu)' by Paul Mauriat And His Orchestra (1968). Billboard Hot 100 peak: #1. Country of origin: US. Release date: 1989. Match confidence: 100/100
1989-07-01,1,Baby Don't Forget My Number,Milli Vanilli,4.0,1,10,1989,1980,1f5c83a0-094e-4666-8265-526590b7ed5a,Baby Don’t Forget My Number,Milli Vanilli,GB,1989,100.0,155,'Baby Don't Forget My Number' by Milli Vanilli (1989). Billboard Hot 100 peak: #1. Country of origin: GB. Release date: 1989. Match confidence: 100/100
1964-10-31,1,Baby Love,The Supremes,6.0,1,5,1964,1960,1b786226-fa8a-4d23-b7a2-80de2899b63d,Baby Love,The Supremes,GB,,100.0,156,'Baby Love' by The Supremes (1964). Billboard Hot 100 peak: #1. Country of origin: GB. Match confidence: 100/100
